can_select,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,ep_next,ep_this,event_points,form,in_dreamteam,now_cost,points_per_game,selected_by_percent,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank_type,creativity_rank_type,threat_rank_type,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank_type,form_rank_type,points_per_game_rank_type,selected_rank_type,starts_per_90,clean_sheets_per_90,position_name,age,years_in_team,status_a,status_d,status_i,status_s,status_u,team_name_Arsenal,team_name_Aston Villa,team_name_Bournemouth,team_name_Brentford,team_name_Brighton,team_name_Chelsea,team_name_Crystal Palace,team_name_Everton,team_name_Fulham,team_name_Ipswich,team_name_Leicester,team_name_Liverpool,team_name_Man City,team_name_Man Utd,team_name_Newcastle,team_name_Nott'm Forest,team_name_Southampton,team_name_Spurs,team_name_West Ham,team_name_Wolves
0,0.0,0.0,0,0,0,0,0,1.5,1.5,0,0.0,0,40,0.0,0.1,0,7424,0,5568,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,219,217,206,219,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,189,59,218,185,0.0,0.0,Defender,19.0,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0,0,0,0,0,1.5,1.5,0,0.0,0,45,1.0,0.2,1,59288,0,48771,0,0.0,0.2,6,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.0,17.0,2.0,0,0.07,0.0,0.07,0.04,0,0,0,0,0,0,0,55,61,54,56,10.0,10.0,10.0,1.05,0.0,0.0,1.05,0.6,0.0,66,7,51,62,0.0,0.0,Forward,22.5,0.8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0,0,0,0,0,6.5,1.5,8,0.0,0,15,0.0,9.0,104,247297,0,159775,0,0.0,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8,6,2,0,0,6,26,19,19,19,19,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4,19,19,2,0.0,0.0,Manager,43.3,5.6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0,0,0,0,0,1.5,1.5,0,0.0,0,40,0.0,0.0,0,1928,0,1018,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,76,65,46,76,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,61,44,76,74,0.0,0.0,Goalkeeper,17.0,0.8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0,0,0,0,0,1.5,1.5,0,0.0,0,45,0.0,0.0,0,113,0,50,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,307,307,299,307,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,285,89,308,343,0.0,0.0,Midfielder,20.8,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0,0,0,0,0,1.5,1.5,0,0.0,0,45,0.0,0.0,0,78,0,28,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,295,295,286,295,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,268,72,296,344,0.0,0.0,Midfielder,21.8,4.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0,0,0,0,0,1.5,1.5,0,0.0,0,40,0.0,0.0,0,199,0,38,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,236,235,226,236,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,214,84,235,264,0.0,0.0,Defender,18.0,0.2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,100.0,100.0,0,0,-3,3,0,0.3,0.0,0,0.0,0,62,2.0,0.8,47,186480,0,472952,0,0.0,7.6,1132,1,2,2,19,0,0,0,3,0,0,2,174,146.4,235.8,325.0,70.3,14,1.73,2.92,4.65,13.91,0,0,0,0,0,0,0,162,126,68,118,3.0,4.0,10.0,0.14,0.0,0.23,0.37,1.11,1.51,33,312,138,75,1.11,0.16,Midfielder,27.9,4.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,100.0,100.0,0,0,-3,3,1,0.7,0.0,1,0.0,0,52,2.2,0.2,44,26756,0,91758,0,0.0,8.5,567,3,1,1,10,0,0,0,3,0,0,5,166,215.4,128.1,206.0,54.8,3,1.79,0.43,2.22,6.32,0,0,0,0,0,0,0,136,166,110,147,10.0,10.0,10.0,0.28,0.0,0.07,0.35,1.0,1.59,97,244,113,108,0.48,0.16,Midfielder,31.6,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0,0,-1,1,0,0.0,0.0,0,0.0,0,49,0.0,0.0,0,872,0,5339,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,333,333,331,333,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,175,194,333,274,0.0,0.0,Midfielder,26.578193146417448,2.775886524822695,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.0,0.0,0,0,-4,4,0,0.0,0.0,0,0.0,0,51,0.9,0.1,11,6966,0,17063,0,0.0,2.2,89,0,0,0,2,0,0,0,1,0,0,0,37,16.4,23.2,16.0,5.2,0,0.65,0.03,0.68,2.27,0,0,0,0,0,0,0,224,221,215,224,10.0,3.0,10.0,0.66,0.0,0.03,0.69,2.3,2.02,108,235,250,192,0.0,0.0,Midfielder,26.578193146417448,4.1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
